video_id,comments
CD7iYdtrJfY,"['Net Zero is so people like you can wear jewellery and makeup without having to did for those metals and oil with a shovel.\nClimate change activists who intend to educate are like magicians. Misdirection; listen to this information whilst I make the truth disappear….\nNotice how none of these talks over the last few years have mentioned the global temperature. A slight decline since 2016 has got them talking about anything else.\nPollution is the new word', 'I really want to be frontliner of climate change..but I dont have any fun', 'Who are those mysterious ""leaders"" that you don\'t name but keep talking about? Honestly this does not sound different than a corrupted politician/""leaders""', 'Mrs Jane is legit and her method works like magic I keep on earning every single week with her new strategy', 'For those who may be tempted to respond to the climate deniers (many of whom are paid to be btw) don’t bother - the climate debate is over. Done. They aren’t even worth arguing with any more. We’ll save them along with everyone else, just because, but just let them be the dead weight they are.', ""When the elites give up their yachts and private planes I'll start caring."", 'Sorry this is not true.   No emergency, no problem.   These people who are fighting energy.   People have been so deceived???   What problem does she purpose.', 'Cosmos=quantum potential (Dirac)! Life=molecular one(Dawkins)! Consciousness=memetic one (Dennet)!', 'Without drastic population reduction, clean inexpensive nuclear energy is the only option.\nBut we can’t trust our leaders.\nOur leaders can’t trust the other leaders of the world.\nSo, nuclear energy is kept dirty, dangerous, and much more expensive than it should be.\nWhat use will people be when they are replaced by AI, robots, and automated factories?\nWhat is the easiest solution from the point of view of the ultra rich elite?\nWhat is the best solution for people who value life?\nHow long do you have before someone else’s so called solution is forced upon you?\nWhen their solution makes everything worse what will they push upon us all next?', ""Tell all the dead Texans how well solar and wind work during a bad winter.  Those solar farms use toxic materials and take up vast areas of property and flat don't work when the sun is down or behind clouds.  Tell it to the children that are having their lives shortened by mining toxic materials for your solar projects.""]"
n4QRIKCebSI,"['Love China, glad they are the future (as futures go) and glad I live in South Africa as a China friendly country.', 'China is leading in human rights violations', 'This talk deserves more views!', 'This is great to hear.', 'Chinese puppet', 'Thank you for sharing another side of China where we see positive things', ""Wait, What? how does the fact that you're teaching judges that are then prosecuting the government work in the real world? Surely it's once again the people who pay the price. After all the government doesn't have a sausage sizzle out the back generating funds. It's the peoples money. So if the government is ordered to pay fines, then the people have to pay more taxes to pay the bill. Please James K Thornton could you explain how this is a good thing? \nIts ok, I genuinely don't understand, so any help would be appreciated."", 'I am wondering how much money do you get paid for this presentation? are you one of Thousand Talents Plan？', 'When you ask for the permission to sue yourself:', 'Le sigh. Take a nap. It’s would be worth your time.']"
Pw6R5n9SRng,"['best', 'Very strong! ❤', ""Dislikes disabled, classic. Can't vote on propaganda..."", ""Air, water, food and shelter. In that order, are the necessities for survival for humans (and other animals). How many of us are DENIED the right to those, every day because of our incompetent, malevolent governments? BILLIONS \nPeople, don't lose your loved ones before you get mad and actually do something for yourselves, and your children. Start today, not next year, or month on the first Monday, start TODAY!"", 'Save Our Planet', 'Awfully propaganda...👎', 'I agree with her,nowadays air pollution is affecting our life,such as increasing risk of chronic disease,just like what she talked.', 'سب سے زیادہ مٹی، گرد ہمیں پاکستان کی سڑکوں پر ملتی ہے. اور اوپر سے لوگ اچھی گاڑیوں میں بیٹھے کوڑا کرکٹ باہر سڑکوں پر پھینکتے.', ""Ladies and gentlemen/حضرات السيدات والسادة !!!.\n\n-- \n أمامنا خيارين إما تفكيك أو تغيره لمستقبل أفضل🌍 وأكثر استدامة وأمنا \n\nهذه لحظة محورية من أجل الكوكب🌍، \n\nعلينا أن نجد سبيل لنعيد مد جسور الثقة بيننا ورعاية بعضنا بعضاً من أجل الإنسانية💚،\n وسعياً لتوحيد القوى لفتق أفق من الإحتمالات التي لا تحصى🌍، \n\nمعا يمكننا بناءً مستقبل أفضل🌍. \n\nبواسطة 🇺🇳🇺🇳 \nUnited Nations | الأمـــــمُ المتّـحــــدَة \n\n\nThank you/شكراً لك.\nAnd may God's peace be upon you/والسلام عليكم.\n\nThank you/Shukran.\n\n###\n."", ""'TED'  |  'تيد' \n\nLadies and gentlemen/حضرات السيدات والسادة !!!.\n\n-- \n أمامنا خيارين إما تفكيك أو تغيره لمستقبل أفضل🌍 وأكثر استدامة وأمنا \n\nهذه لحظة محورية من أجل الكوكب🌍، \n\nعلينا أن نجد سبيل لنعيد مد جسور الثقة بيننا ورعاية بعضنا بعضاً من أجل الإنسانية💚،\n وسعياً لتوحيد القوى لفتق أفق من الإحتمالات التي لا تحصى🌍، \n\nمعا يمكننا بناءً مستقبل أفضل🌍. \n\nبواسطة 🇺🇳🇺🇳 \nUnited Nations | الأمـــــمُ المتّـحــــدَة \n\n\nThank you/شكراً لك.\nAnd may God's peace be upon you/والسلام عليكم.\n\nThank you/Shukran.\n\n###\n.""]"
NWQ8y3TksrQ,"[""This is the kinda Ted talk that truly makes a difference.  I'm infuriated when a manufacturer deliberately makes something impossible to fix or modify.  We buy the product therefore it should be OUR product, yet this is not the case currently.  Obsolescence is the name of the game.  The corporates loves the fact that the consumer has to pay not just once but multiple times.  Meanwhile, our landfills are overflowing with disposable electronics and they don't give a crap.  Great talk!"", ""Great video, many are unaware of the carbon footprint recycling produces. That said, even though repairing is implemented there will still be waste inevitably on a smaller scale yet it will still exist. We need to go back to reusing, like the days of the milkman delivering bottles of milk. Every time I drink from a plastic bottle I think what can I do with this other than throw it in the recycling bin because in fact a large amount of recycling doesn't make it to the plants it winds up in the oceans. Want to know how to keep them from getting there? (Stop making them)"", 'I made way better case for the right to repair', 'Out of principle just stop buying products that you can’t repair yourself. The consumer holds all the power anyway, it doesn’t need to be a given ‘right’.\n\nWhen enough people value this, companies will be forced to change their tactics. ✝️', 'Whilst I agree that parts and documentation need to be available, part costs need to be realistic too.  Our washing machine motor burnt out.. new machine £500 (Miele), replacement motor £350!!, tot up all the parts costs for that machine and you\'re looking at well over £1000.  Simply making parts ""available"" isn\'t enough.  We need legislation that says the combined costs of all replacement parts for any consumer goods must not be more than the current purchase cost.', ""Built-in obsolescence with no repair option is bad all around - bad for the planet, and bad for your pocket book, but great for industry. I'm old enough to remember when there was a robust repair business community in this country. Now nearly everything broken goes to a landfill or a small amount to scrap recycling when many things could be repaired saving resources, and in turn, the planet. Any company that claims to be 'green' needs to support 'right to repair', and more importantly, produce products that ARE repairable. Close the loop!"", 'Hot take: Politicians telling me how much adhesive to put in my products are a bad idea and it limits innovation.', 'Excellent,', ""aren't we making this issue complicated than necessary - we can repair things as long as we have the know-how knowledge."", 'This is what I was thinking just a few days ago... I was about to throw out my Logitech G903 just because of a broken ""left click"" Switch. And then I thought... ""Why would I throw this away?... It works, just a broken switch. That shouldn\'t be too hard to exchange"" And now I am looking forward to fixing it. I just glued together a ""power socket outlet"" with 3 outlets and 2 USB outlets. The plastic parts that the screws were screwed into, broke. So I can\'t really change them. But I could glue them together, and I did. Now I got outlets that I can use again! Better than throwing it out.']"
xJ9qRH2XLUQ,"['Cosmos,life and consciousness are quantum(Dirac),molecular(Dawkins) and memetic(Dennet) respectively', 'very good - love it - including the church - well I have an opposing opinion about the their politics.', 'Hahaha, the leadership will ""play"" by introducing a stupid scenario to execute and will expect results while poor employees down the ladder will need to deliver. CXOs have no fucking clue what mr Reeves said.', 'Genius', 'Play is necessary for everyone.', 'It looks like the strategy of Blue Ocean.', 'Do you remember vrbo was around way before airbnb? Pepperidge farm remembers', 'Thanks Ted talk!', 'That man is cool!', '10/10']"
L5rE-Ur9pSI,"['lol', '69th comment', 'This was very interesting.', 'I think, that problem is solved if men get married two or three women, but that is not acceptable in many cultures', 'Awesome', ""I'm really happy for today 😉😉. I finally got my profit of  $330,000 on my crypto investment after feeling so ecstatic and heavy minded that nothing good can come out of it...a big thanks to Dmitry Goldin . I learned a lot about buying when there is fear in the market . I use to get shaken out and panic sell but now I buy more when I see the low prices."", 'The ""runway""-picture was nice. Problem is, though, many many partners do not want to fly. At least not (anymore) together. Even less so after 2 years together, caged. Before we address THIS part of the problem, the blame games, the entitlements, the lack of humor and the particular lack of humor _together_ , nobody will have any possibility to help their partner a bit with that nice runway-idea.', '9:49-10:31', 'Oh baby I like it when you pay me a fair living wage', ""I can't relate. I'm an asocial aromantic hypersexual. I wish you all the best of luck finding your grooves. 😇""]"
cenxg8j-Rc0,"['I love this!', 'Supreme talk', 'So solitude negates regret? Got it.', '🕊', 'Mi resumen de la charla. Un genio!\n4 tipos de arrepentimientos\n\n1. Arrepentimientos fundacionales\n    1. Tomaron opciones que no les dejaron tener la vidan que sueñan el dia de hoy\n    2. Si tan solo hubiera hecho el trabajo\n    3. Queremos estabilidad\n2. Arrepentimientos de ser mas inteligente\n    1. Hace x años pasba algo y porque estaba con miedo no lo hice\n    2. Las opciones de tomar accion o no.\n    3. Si tan solo hubiera aprovechado esa situacion\n    4. Queremos demostrar quienes somos\n3. Arrepentimientos de moral\n    1. Hacer algo incorrecto o no hacer lo correcto en algun momento\n    2. Si tan solo hubiera hecho lo correcto\n    3. Queremos hacer lo correcto\n4. Arrepentimientos de conexion\n    1. Haberse distanciado por alguna situacion.\n    2. El otro no le importa lo que haga\n    3. Si tan solo me hubiera comunicado\n    4. Queremos amor y conexion', 'Lily’s voice is so charming 😍', ""Well, 5 year old do have regrets! In fact, a couple of years old have some too...haven't you seen a baby's regretful face when she poops in her diaper..."", 'When I had the speaking up quandary in a meeting, I would tell myself ""They\'re not paying me to shut up"".', '63,000 people are now waiting to hear back from Lily and if she spoke up at her next opportunity.', 'One of the best Ted Talk it is...']"
ZwmUdFtYbzE,"['Thank you', ""This talk is simply beautiful and inspirational. I'm grateful for this. Thank you so much for sharing your story and making the film ❤️"", 'Great motivational video', 'Another sheep praising the atrocities of the UN', 'I am half Lebanese and I\'m currently wearing socks from a Lebanese company with little lightning bolts all over it and written in Arabic wrapped around the ankle is a sarcastic ""There\'s electricity!"" because it\'s so unstable. Lebanon is so much all at once.', 'thank you for uploading , organizing ted regularly.. Thank youu Mounia AKl..', 'I was scrolling through my subscription box and glanced over ""Hope and Despair"" and was like ""wait, are there Danganronpa topics discussed at TED""?', 'An inspiring presentation. The fluent delivery was matched by the lyrical content, with references ranging from Kahlil Gibran and Maya Angelou. Her message gives hope to all who live in conflict zones, where life is uncertain and destruction an everyday events. A story of resilience in which the film becomes a vehicle for catharsis. A wonderful way to start the day. Thank you.', 'This is a very heartwarming and heartbreaking talk. Thank you Mounia for sharing your story', 'That space is called Ukraine']"
_VVAu8QsTu8,"['شكرا', 'The lithosphere is the largest carbon sink.', 'I love thiiiiiiisssss💚❤💙💛💜', 'Help the kelp and the kelp will help you as well!', '✅✅✅', 'We\'re past the ""what ifs"" and ""it would"", we need actionable plans', ""When I try to help environment in a small way, like getting trash in the sidewalk and put it in my bag. I think I don't contribute on the environment. However, as I watch this video, it gives me hope. If we keep on helping environment in our small hands we have an amazing impact that we didn't imagine how big and important that could help us save ourselves."", 'awh this gave me lots of hope :) (during such hopeless times, yanno) Appreciate all that these people do for us so much <3', 'After having lived on a sailboat for seven years and doing a singlehanded, high latitude circumnavigation that included both the southern and northern hemispheres, I have seen first hand the toll we are taking on the oceans including the over exploiting of marine resources and plastic and oil pollution. Very distressing indeed.', ""It is time  for us to ACT on\r\nwhat everyone knows to be TRUE√.\r\n\nToo many TEARS have been shed.\xa0 \n\nToo much BLOOD has been shed.\xa0 \n\nAll of\r us have a RESPONSIBILITY🌎 to work for the day when the MOTHERS of 🌍 UKRANIANS can SEE their CHILDREN grow  without FEAR !!!.\n\n\nThank you very much for yours awareness.\n\nThank you.\nAnd may God's peace be upon you. TED.\n\nWe love you.\n🇮🇳🇮🇳🇮🇳\n\n.""]"
WHtmgv7eiZk,"['Impressive', ""This is introducing laser to the body tissue and basically collecting the sound signal data of thermal expansion that happens inside the body because of it. I would like to see some numbers and stats on how it is less invasive than existing technologies.... And from what I know, the images that comes out from this isn't far too superior to other methods... It's a good research but it isn't ready yet."", 'Breast cancer leading causes of cancer deaths all around world \nBreast cancer - detection going to be done with advanced technology (PHOTOACOUSTIC IMAGING)i.e light energy to be transferred to sound energy for imaging', 'How do you get this trialled? Just curious as its a theory but not yet implemented.', 'Absolutely amazing work', 'waw', '👏👏👏', ""It's so inspiring. Thank you."", 'How soon until we see this used in the United States???', ""OMG, this is absolutely amazing! I would like to see the machines and some data on how diagnosis with photoacoustic imaging compares to other screening tests, like photoacousitcs compared to mri, mammography... So exciting!\xa0\nHumans are capable of so much good and beauty, but it's so strange for me to be at home on my computer clicking between the news of the horrors of death and destruction in Ukraine to the Ted talk of amazing good and life saving technological developments of medical science. People take care of each other in all that you do. Peace.""]"
adJnm7Yopdo,"['Betz limit has been smashed and debunked by the gyro wind turbine regards Graham Flowers', 'sounds good but not really realistic', 'Today I learned that all Danes prefer to be adressed as ""her""...🤔😒😒', 'In the UK wind energy has been a complete failure and too costly.', ""It won't help you. It isn't the alternative of gas and oil..."", 'Takes way more fossil fuel energy to produce turbines then the turbine actually saves!', 'Cosmos,life and consciousness are quantum(Dirac),molecular(Dawkins) and memetic(Dennet) respectively', ""I'll start caring when the elites give up their yachts and private planes"", 'To everyone who is not from Denmark: This guy is a joke. A ""left"" wing politician who claims to care about the climate, but just another politician who only cares about votes, looks and bank account. You\'re welcome! :)', ""Wind could power everything.. except the amount of cost involved in harnessing that wind, and then the small lifetime of the wind generator, and then the fact that they have to be disposed of and huge pits because they can't be recycled\n\nWhat about what we saw in Texas where their windmills were frozen solid and couldn't move?\n\nYou do know we have hundreds of years of fossil fuels right?\n\nYou do know we already have the infrastructure to continue running off of fossil fuels?\n\nWind energy is really only practical, where you can't have fossil fuels large scale\n\nCaribbean islands, any place where fuel deliveries are difficult.\n\nFarmers used to make a windmill to pump water for their cattle out in the far field where they didn't have electricity\n\nIt is not practical by any means as a large scale endeavor as in power companies.. it just cost too much money to be practical.\n\nOnly way it could possibly be practical is if every citizen just invested in a small one for their home and tried to correct the problem that way""]"
I23D7REnuSk,"['So many issues to solve. So little time.', 'I used to love TED talks but lost interest as they became more woke. I wish there was a stronger signal than unsubscribing and thumbs down. TED has become naked propaganda.', ""It's another time of the year. One need to set goals and take bold steps in achieving them. Remember success is not obtained overnight. You just have to stop procrastinating and try what you have always wanted, to improve your life and wellbeing Investments will take you closer to that your dreams."", ""There are more than 2 systems in US that's broken beyond repair."", 'Very good talk.. my take away is Defund hands on physical policing and reallocate those dollars to Funding the soft skill policing in the system', 'What would you suggest be the right tool to stop people from shoplifting in SF considering that it is not a violent crime?', 'Kill the rich, easy.', ""Nothing more sus than a clip with likes disabled. TED, YT did you a favor to hide the dislike stats, but that wasn't enough, was it?"", 'The system is not broken, it’s doing exactly what it was design to do since before the founding of this country. White men came genocide the indigenous people and stole their land because of their greed and ignorance. Then the White men enslaved Black people, which created the economy for a new country to become a super in a relatively short amount of time. Yet the White men had the audacity to say that people of color are savages and animals when those words fit the white men. The White men tell people to pull themselves up by the bootstraps, yet the stole, murder, and committed numerous of atrocities to build this “great” country. The system works for who it was design for, white people.', ""just make sure you don't swing too far to the other side in your attempt to reconcile the imbalance in the system""]"
k0Fx6igxRv8,"['Well, ain\'t that a comfort that NATO has finally found a new purpose for its existence! This ""speaker"", by the way, is a die-hard Russophobe and as such he is full of crap.', ""There's a very long list of worldwide renowned political scientists, historians,  former diplomats, economists, and independent journalists  (George Kennan, Jeffrey Sachs, John Mearsheimer, Michael Hudson, Noam Chomsky, Chris Hedges, and many many more)  that diametrically disagree with this guy. His rhetoric of zero responsibility from the west and that everything bad that happens in the world is Russia's and China's fault, is not only narrow and idiotic but also extremely dangerous.  The last time we in the West lived through this was a little over twenty years ago when outrage over the September 11 atrocity quickly led to a militaristic climate in which only the most extreme and reckless military responses were given a platform. The luckiest of those who objected, or who counseled calm, caution, and peaceful solutions, were mocked and ignored. The less lucky were called traitors and terrorist sympathizers, even terrorists themselves, and accused of disloyalty and hurting the country, as the president warned that you were either “with us, or you are with the terrorists.” What our media is doing to us is enormous disfavor, cherry-picking facts, extensively lying by omission, and inciting western chauvinism."", 'The USA and UK has repeatedly raped other countries of their oil, gas and other natural resource. When they finish with the Ukraine, it will be abandoned along with its people just like Afghanistan, Iraq, Cuba, Venezuela, Japan, Columbia, Mexico and let’s not forget… they lost the war with Vietnam.', 'Big like sir', ""Quite one-sided interview. Nowhere in it have I heard that one of the reasons of the war is unwillingness of the West to hear Russia out on their concerns of NATO's expansion and provide security guarantees."", 'Ukraine = Laundering Money for Corrupt politicians around the world. \n               = Human Trafficking, especially children.\n               = Hiding BioLabs for America, etc.', 'For ""Post-post Cold War,"" read ""Pre-war.""', 'BIGGER THAN JUST UKRAINE.   This war could be the final nail in the American Empires coffin. \nWas Nor Str gas a German mistake? Perhaps, but if that\'s true, then the ""de-industrialization"" of America in favour of China is far bigger mistake. The war is the result of ""American instigated"" regime change in Ukrain 2014.  Who will win?  As always; Military-industrial complex and American Oil who are already posting record profits. \nWho will loose, most Americans, as prices rise, people of Europe and not least the people of Ukrain.  The BRICS countries are moving towards creating thier own GOLD backed currency to replace the dollar in international trade. It\'s thought that China has 20,000 tons of gold, but it could be more.  \nBut, there could be an upside: If America looses the international trade dollar, imports could be very much more expensive. This sounds like bad news, but in the long term it will help American industry to compete, creating work for the unemployed and opportunities for young entrepreneurs. \nEmpires are only good for those in power. Good luck America,  it\'s going to be a bumpy ride.', 'Everybody hates Mario Draghi! This guy is propaganda.', 'Ted is pure propaganda! Lies, Lies, Lies!']"
NnWhFyFGt74,"['While thus logic seems fine in the immediate term, I believe the only long-term solution to the problems of poverty and extreme inequality is the human abolition from capital itself.', ""Oh great, it's because of one of these marketing campaigns that every single millennial and gen z is flat broke, making everyone buy avocado toast instead of houses. Thanks, marketers. \nOf course I'm being sarcastic, but only a bit. Marketing is basically nothing but convincing people to buy things they don't need or want, to line the pockets of capitalists. Even marketers can't polish the turd that is marketing."", 'Another awesome video! ❤️❤️ Am investing my time and money in crypto now, this new price is a clear sign for new investors to come in ✅✅...', 'Well perhaps if some African countries hadn\'t stolen farmland from farmers and given it to people who have no idea how to farm, or anyone actually cared about the farm attacks, perhaps you wouldn\'t need such a complex and comprehensive plan to ""improve the lives of African farmers""', 'Got millet nedi ala ayıbdı ala', 'TED is a reduction of TEDious', 'John 3:16👑\nJohn 6💝', ""Omg this talk was fascinating and exactly what I'm going to school for"", 'This sounds like the type of marketing I would be interested in doing down the line. I enjoyed listening and learning from this talk.', 'Congrats Zoe! Brilliant presentation!']"
VTygRN3BqwM,"['Loved this talk except for the nunerous references to the importance of vaccines!!', 'Better energy efficiency is desperately needed', 'Agreed, we should step up our game around these', 'If you fart it eventually causes global warming. If you light that same fart it immediately warms me', 'He who pees on sheets and hangs them out windows real is winner', 'In the past and in the future wet sheets in windows and doorways', 'Cosmos,life and consciousness are quantum(Dirac),molecular(Dawkins) and memetic(Dennet) respectively', 'A/C is not ""inefficient"", and modern refrigerant is not bad for the environment.\n\nLiterally everything that requires energy is heating the planet. You breathing is heating the planet. We need to focus on the largest contributors to the heating of the planet : transportation, energy production, and ... Wait for it... Heating', 'I dread turning on the A/C every year (typically in late April or early May) because my power bill jumps an additional 250 bucks a month, at minimum. And it’s simply not an option to turn it down (much less, off) until October-ish. But now I’m kinda dreading birds with big droopy ears too! Whu-whaaat?? O.o -Phill, Las Vegas', 'This is a happy idea, but homes and buildings that blast warm or cool air because they were poorly built, dilapidating, or just plain outdated, will continue to be a problem. Cleaner electricity is still something worth pursuing, but tackling how to get homes and workplaces efficiently cooler is more than plant rooves and water pipes. :/ I feel like this Talk was sold as the full answer to the problem, but missing too many parts of the problem to be a full solution.']"
lDB_1iyJ1iQ,"['Great talk! Here are the RULES that you can teach your children:\n\n1. Do not touch anyone without asking. \n2. Consent can be withdrawn at any time during an activity.\n3. If consent is not given, do not ask again. Respect a ""no"".', 'This is Dope! the rare one who observe closely and talks greatly! huge respect! namaste from India', 'Even being married shouldn’t mean consent is a given, and I wish all people understood that, maybe work it into the vows.', ""Kids think they can't say no. They do not want to hurt or be rude to elders or people.. but teach them they have rights over anything that will concern their body."", ""Teach your kids it's okay to refuse that kiss from Grandma. They have a right to choose who touches them"", 'True consent is definitely a crucial part of education many young people learn too late.', 'brilliant', ""I WISH I was taught about sex properly when I was in school! I was coerced into sex when I was in high school by my then-boyfriend, which led to further abuse (sexual, verbal, emotional, physical). I wish I had known that it wasn't okay for someone to pressure you that way, but now it's too late. The scars are no longer fresh but they will be with me forever."", '💯', 'your right but you would have had more impact with out the frills. education is key, the biggest issue stems from our fear of sex. humans need to see that its not special magical and something to be coveted']"
D0f0mXRlYKk,"['Woooow So relaxing w/ every details now and then … \n hoping For a Good future \n❤️❤️❤️Love Nature', 'She seems calm and wise. I love this quote: ""Future generations may be invisible to our eyes, but we are connected through our actions.""', 'Big facts', 'What is the phone number?', 'Is she stoned?', 'Inspiring!', 'is this video related to LSD? it comes close if not...', ""Ted talk, or highly edited video? Killing trees for a library that's not available for anyone to read until the year  2114? Why would you hold hostage any knowledge from humanity that it might need right now?   Why are endangered trees cut down to make that art peice?"", 'The piquant hen crucially sneeze because fighter peroperativly talk near a peaceful candle. overrated, brawny meat', 'Wow, that was impactful. Thank you.']"
EOMvzRZpIOI,"['It’s all the Republicans’ fault.  Marxism is the way to go.  Attack all unequal results!', 'Just a reminder but...America is a Constitutional Republic that uses a democratic election system.', 'This guy may be a patriot in his mind, but his words show that he is an eternal victim. \n\nTL;DR of his speech: America can be good, but only if the democrats get everything they want.', ""You've misunderstood the conservative position a few times."", '""America is the only country..."" No, no it\'s not. Get over yourselves.', 'Shout kindness.', 'What a bunch of virtue signaling…..', 'really would like to know how asking for a photo ID is a threat to our democracy?', 'A pretty basic polemic for TED , if you ask me.', 'End the sabotaging of inherited wealth! no more evictions from primary properties!']"
8VcE5KWpc5A,"[""No offense intended but is her surname goddess or did she rename herself as 'Goddess'?"", 'This is everything!!!!', 'Two successful women of colour talking about women of colour being disadvantaged, to an auditorium of mainly white women. Yep...', ""I'm just going to bet right off the bat, there's going to be like 250 comments about how two women of color shouldn't be talking about color, on a topic that demands we recognize WHY there's so few women of color in the workforce and leadership.\n\nSeems employers can pick and choose based on skin color all they like, but the moment we even dare mention it, we become the problem."", '“People of color is an awkward phrase that obscures meaning rather than enhancing it.” -George Carlin', 'Is white a color?', '❤❤❤', ""And because of all that We are still demanding too much of ourselves! I don't think the solution is to glamorise that, no sirs! Sad! Let us be! And be and be... whatever we want to be."", 'Perfect', 'first com']"
wD2rhRUYUyA,"['So you pay money for something that doesn’t exist? That’s a new level of patheticness.', ""What ever happened to the decades old promise of trying on digital clothes (seeing them on me!) and then purchasing the outfit to be sewn and delivered to me irl? I'm a 500 pound man and have extremely limited options when it comes to clothes. I've been abandoned by the clothing industry."", 'People being dumb 🤦', 'what an absolute shtshow 🤮', 'Let me tell you a story about Digital Fashion.... No....', 'we should wear clothes only in the metaverse n remain nude in reality...................this is real evolution', ""I want my spaceship to come and pick me up, this world is so stupid it hurts. No we should pay huge amounts for clothes that aren't real? Are you serious? That's so sick, it's beyond words."", ""The emperor's new clothes"", 'Grow up, get a real life and stop the wars.', 'Fashion? How superficial considering. Is it time to ""switch off"" from reality. Most have yet to ""switch on""\n\nWars was started intentionally! These deaths were caused intentionally! This was no accident!\r\n\r\nThese are the right questions to ask?  This is free information.\r\n\r\nRussian people are shown photos of the invasion of Ukraine by a reporter.\r\n\r\nOne Russian woman responded to paraphrase “No! No!” as she quickly turned her face away from the photos.\r\n\r\nWhy did she find it distressing to see the photos and say “No! No!”? This is a sign of denial. This is probably because she has been told about western “propaganda” from the Russian government. Or it could be due to fear because the Russian woman was being recorded on camera, therefore, did not want to express how she really felt.\r\n\r\nAnother response from a different Russian woman was “what are we meant to do? Wait until they attack us?”\r\n\r\nThe “attack them before they use weapons of mass destruction” narrative was the narrative used by the western governments to invade Iraq. However, Ukraine is where our focus must be right now.\r\n\r\nThe proof of the general motivated reasoning. The information that means this post may be deleted on some crony social media channels.\r\n\r\nThe question that will lead to the truth (there is a truth because it was decision-makers [people] that put into action the War. It was planned (obviously, with 200,000 +\\- armed soldiers). Who is responsible for the deaths? Someone that is hiding in plain sight?\r\n\r\nIf the Russian Government has told the Russian people that the “tactical operations” in Ukraine are to destroy “weapons that are threatening Russia”. Then Putin should either provide some evidence that his intelligence agency has such information or Putin, etc, had intentionally constructed a lie as a reason to invade Ukraine.\r\n\r\nOr maybe the Russian Government will also say exactly what the west did “it was incorrect intelligence”\r\n\r\nThere was no evidence found of the “weapons of mass destruction” used as the motivated reasoning to invade Iraq. The people will also told that they were freeing the Iraqi people from an “evil” dictator.\r\n\r\nThe Russian government also uses the rhetoric that it is “freeing Ukraine from Nazis” which they evidentially were not. E.g., Ukraine was a democracy where people were just getting on with their daily lives. Now it\'s a war zone!\r\n\r\nI’m an empiricist (science \\ psychologist) using a laptop and watching social media to gather probable facts. e.g., mainly “on the ground” video footage and listening to the rhetoric from the politicians,  political pundits & egotistical billionaire businessmen. so I don’t have access to the evidence to answer all the questions in this report.\r\n\r\nHowever, I will say one alarming evidentiary idea. There is now a power vacuum accumulating in Ukraine where lots of differing sides and differing ideologies are looking for a fight.  That’s where they don’t differ. Their motivator is “looking for a fight”.\r\n\r\nCannon fodder! for a rich man[s] war games!\r\nWho is speaking of “peace”? For it is they that are the peace & truth seekers.']"
AS0K0XOMNwA,"['The content of what Li-Huei is saying is so important. Seeing a lot of silly comments talking about how the lady talks. This could be one of most important findings for Alzheimer\'s patients in decades and could have such huge ramifications for people\'s lives. Currently there is no cure for Alzheimer\'s. This form of treatment is truly groundbreaking. \nIf you are interested, there is a really great episode on the podcast ""Radiolab"" called ""Bringing Gamma back again."" which track\'s Li-Huei\'s work and experiments. I don\'t think this Ted Talk portrays just how amazing her work really is. I encourage people to go check that episode out, it\'s entertaining and fascinating.', 'What is the difference between using light or sound individually versus using both light and sound together?', 'Poor quality infomercial, she looks sad and depressed.  Not convincing.😒', 'Painfully slow, she may speed up with gamma wave, so speaks fast.', 'Listen with 1.5 speed.\nI´d never take her clase, many students fall sleeping and get impatient.', 'Why speaks so slow? She has Alzheimer?', 'Exposure to flashing lights and sounds seems like getting tapped on the shoulder repeatedly being told to ""pay attention! pay attention!"" It seems like maybe this would cause increased brain activity and growth, but it also seems borderline torture.', 'Since when u guys gonna understand that any disease means a ""nutricional problem"".. and the only way of take care 100% of them its with what they eat.. ""u are what u eat ""  from God farmacy , the nature. Alzheimer are a nutricional problem and u can reverse with the correct treatment.. of course, earlier better.', 'play at x1.5 speed or higher', 'Is Ted just an infomercial now?']"
9EBkS2kE7uk,"[""Lilly might be struggling with the late night show... But trust me... This girl has actually felt the pain... She has pushed through and worked really really hard.... I think the way she explains and breaks down her learnings and lessons are amazingly structured and logical.... I don't think she can be judged just on her performance in the late night show... Cause we don't know the hustle, the tension, the pain, the chaos that goes on in the back... I just know I adore the woman.... She's the real deal. \nAnd always gonna be here cheering for this one in all her quests."", 'Unearned moral superiority of one of the most coddled and privileged people on earth.', ""A lot of hate for women in these comments and I wonder how many of you are women? Do you honestly know what it's like to be a woman? Maybe you are really afraid of strong women."", '""a seat at the table"" isn\'t the solution, being deserving of it is the solution. you unfunny cancelled task show host.', 'Work as Men do, then ask for your equity!', 'Boy I really wish I could see the Like/Dislike ratio bar.', 'You got a shot and you blew it...u cant pin it on anyone else but you...', 'Another moujrhy, entitled, privileged and confused rich female whining about her Privilege and entitlement', ""Schrödinger's Feminism: A woman is simultaneously a victim and empowered, until something happens. Then she chooses which state benefits her the most."", 'I love how millionaires complain about how oppressed they are']"
